REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,total_production,avg_production,Latitude,Longitude
769,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
770,Arabica,Asia,Taiwan,2012.0,05/29/14,Typica,Green,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,10.0,0.0,0,0,0,0.0,0.0,23.5983227,120.83537694479215
771,Arabica,South America,Colombia,2013.0,03/20/14,Caturra,Bluish-Green,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,10.0,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
772,Arabica,North America,Mexico,2012.0,09/27/13,Typica,,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,10.0,0.15,0,1,9,23560560000.0,1227112500.0,19.4326296,-99.1331785
773,Arabica,North America,Guatemala,2012.0,08/02/13,Caturra,,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,10.0,9.33,0.12,0,0,2,21061620000.0,1096959375.0,15.5855545,-90.345759
774,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
775,Arabica,North America,Mexico,2012.0,07/02/13,Typica,Green,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,10.0,0.1,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
776,Arabica,South America,Colombia,2010.0,02/09/12,,,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,10.0,0.08,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
777,Arabica,Asia,Indonesia,2017.0,08/03/18,Bourbon,,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,10.0,0.15,0,0,3,46214640000.0,2407012500.0,-2.4833826,117.8902853
778,Arabica,South America,Colombia,2016.0,02/20/18,Caturra,Green,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10.0,0.0,7,0,6,64795860000.0,3374784375.0,4.099917,-72.9088133
779,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Green,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,1,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
780,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,10.0,0.0,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
781,Arabica,North America,Costa Rica,2015.0,04/09/16,Caturra,Blue-Green,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,10.0,0.0,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
782,Arabica,Africa,Tanzania,2014.0,03/24/16,Bourbon,Green,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0,5,4424040000.0,230418750.0,-6.5247123,35.7878438
783,Arabica,Africa,Tanzania,2014.0,01/08/16,Other,Green,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,10.0,0.12,0,0,3,4424040000.0,230418750.0,-6.5247123,35.7878438
784,Arabica,South America,Colombia,2013.0,09/12/15,,Green,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,10.0,0.11,0,1,0,64795860000.0,3374784375.0,4.099917,-72.9088133
785,Arabica,North America,Costa Rica,2013.0,03/21/15,Caturra,Green,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.11,0,0,2,10790100000.0,561984375.0,10.2735633,-84.0739102
786,Arabica,North America,United States,2012.0,11/26/13,Hawaiian Kona,Bluish-Green,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,39.7837304,-100.445882
787,Arabica,North America,Mexico,2012.0,09/10/13,Typica,Green,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,10.0,0.13,0,0,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
788,Arabica,North America,Mexico,2012.0,08/30/13,Typica,Green,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,10.0,0.13,0,3,13,23560560000.0,1227112500.0,19.4326296,-99.1331785
789,Arabica,North America,Mexico,2012.0,07/26/13,Typica,Green,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,10.0,0.11,0,0,11,23560560000.0,1227112500.0,19.4326296,-99.1331785
790,Arabica,Asia,Vietnam,2012.0,07/23/13,Other,Green,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,10.0,0.12,0,0,2,0.0,0.0,15.9266657,107.9650855
791,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,10.0,0.11,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
792,Arabica,North America,United States,2012.0,02/22/13,Hawaiian Kona,Green,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,10.0,0.1,0,0,2,0.0,0.0,39.7837304,-100.445882
793,Arabica,South America,Colombia,2011.0,04/17/12,,,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,10.0,0.08,0,1,5,64795860000.0,3374784375.0,4.099917,-72.9088133
794,Arabica,North America,Honduras,2017.0,06/01/18,Caturra,Green,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,1,20018160000.0,1042612500.0,15.2572432,-86.0755145
795,Arabica,North America,Honduras,2016.0,04/06/18,Caturra,Green,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0.1,1,0,7,20018160000.0,1042612500.0,15.2572432,-86.0755145
796,Arabica,South America,Brazil,2016.0,08/16/17,Bourbon,Green,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,10.0,0.11,2,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
797,Arabica,Africa,Tanzania,2015.0,11/15/16,Other,Green,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,10.0,0.13,0,0,20,4424040000.0,230418750.0,-6.5247123,35.7878438
798,Arabica,Asia,Laos,2015.0,11/04/16,Other,Blue-Green,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,20.0171109,103.378253
799,Arabica,Africa,Tanzania,2014.0,12/18/15,Other,Green,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,10.0,0.12,0,0,3,4424040000.0,230418750.0,-6.5247123,35.7878438
800,Arabica,Africa,Malawi,2014.0,10/31/15,Gesha,Bluish-Green,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.13,0,0,1,246780000.0,12853125.0,-13.2687204,33.9301963
801,Arabica,Asia,Taiwan,2013.0,07/22/15,Typica,Green,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,10.0,0.09,0,0,0,0.0,0.0,23.5983227,120.83537694479215
802,Arabica,Asia,Thailand,2013.0,06/20/15,,Green,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0,5022000000.0,261562500.0,14.8971921,100.83273
803,Arabica,North America,Costa Rica,2013.0,06/09/15,Catuai,Green,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,10.0,0.1,0,0,4,10790100000.0,561984375.0,10.2735633,-84.0739102
804,Arabica,North America,Honduras,2014.0,04/30/15,Caturra,Green,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,10.0,0.11,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
805,Arabica,South America,Colombia,2013.0,09/13/14,Caturra,Green,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,10.0,0.11,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
806,Arabica,Asia,Taiwan,2012.0,06/03/14,Typica,Bluish-Green,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,10.0,0.12,0,0,0,0.0,0.0,23.5983227,120.83537694479215
807,Arabica,South America,Brazil,2012.0,05/21/14,Mundo Novo,Blue-Green,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
808,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,10.0,0.12,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
809,Arabica,South America,Brazil,2012.0,06/04/13,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
810,Arabica,South America,Brazil,2012.0,04/11/13,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.11,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
811,Arabica,North America,Guatemala,2012.0,03/26/13,Bourbon,Green,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,10.0,0.11,0,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
812,Arabica,South America,Brazil,2012.0,02/16/13,Mundo Novo,Green,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,10.0,0.12,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
813,Arabica,North America,Guatemala,2012.0,01/31/13,Bourbon,Green,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,10.0,9.33,0.0,0,0,10,21061620000.0,1096959375.0,15.5855545,-90.345759
814,Arabica,South America,Colombia,,07/28/12,Caturra,,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,10.0,0.07,0,0,2,64795860000.0,3374784375.0,4.099917,-72.9088133
815,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,10.0,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
816,Arabica,North America,Guatemala,2017.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,10.0,0.11,2,0,0,21061620000.0,1096959375.0,15.5855545,-90.345759
817,Arabica,North America,Honduras,2017.0,06/01/18,Caturra,Green,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,10.0,0.12,0,0,1,20018160000.0,1042612500.0,15.2572432,-86.0755145
818,Arabica,South America,Brazil,2016.0,10/26/17,Catuai,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.11,0,0,4,225248940000.0,11731715625.0,-10.3333333,-53.2
819,Arabica,North America,El Salvador,2014.0,05/04/16,Bourbon,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,10.0,9.33,0.11,0,0,2,8462700000.0,440765625.0,13.8000382,-88.9140683
820,Arabica,North America,Guatemala,2015.0,04/19/16,Catuai,Green,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7,21061620000.0,1096959375.0,15.5855545,-90.345759
821,Arabica,Africa,Tanzania,2014.0,01/06/16,Other,Green,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,10.0,0.12,0,0,4,4424040000.0,230418750.0,-6.5247123,35.7878438
822,Arabica,North America,Nicaragua,2013.0,07/29/15,,Green,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,10.0,0.12,0,3,4,8248140000.0,429590625.0,12.6090157,-85.2936911
823,Arabica,Africa,Zambia,2014.0,06/20/15,SL28,,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,10.0,0.0,0,1,3,230400000.0,12000000.0,-14.5189121,27.5589884
824,Arabica,North America,Honduras,2012.0,01/17/15,,Green,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,10.0,0.11,0,0,0,20018160000.0,1042612500.0,15.2572432,-86.0755145
825,Arabica,Asia,Taiwan,2012.0,12/26/14,Typica,Green,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
826,Arabica,North America,Mexico,2013.0,03/29/14,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,10.0,0.12,0,0,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
827,Arabica,North America,Mexico,2012.0,09/27/13,Typica,,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,10.0,0.13,0,2,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
828,Arabica,North America,Mexico,2012.0,09/27/13,Mundo Novo,,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,10.0,0.14,0,2,8,23560560000.0,1227112500.0,19.4326296,-99.1331785
829,Arabica,North America,Mexico,2012.0,07/11/13,Other,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,10.0,0.12,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
830,Arabica,North America,Mexico,2012.0,07/11/13,Bourbon,Green,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,10.0,0.12,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
831,Arabica,South America,Brazil,2012.0,02/28/13,Mundo Novo,Green,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,10.0,0.12,0,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
832,Arabica,South America,Colombia,2010.0,02/01/12,,,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.09,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
833,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.1,0,1,1,21061620000.0,1096959375.0,15.5855545,-90.345759
834,Arabica,North America,Costa Rica,2016.0,02/13/18,Catuai,Green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,10.0,0.0,0,1,4,10790100000.0,561984375.0,10.2735633,-84.0739102
835,Arabica,South America,Brazil,2016.0,01/20/18,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,10.0,0.11,1,0,3,225248940000.0,11731715625.0,-10.3333333,-53.2
836,Arabica,Asia,Indonesia,2015.0,01/19/18,Other,Green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,10.0,0.11,1,0,0,46214640000.0,2407012500.0,-2.4833826,117.8902853
837,Arabica,North America,Guatemala,2015.0,08/02/17,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,10.0,0.1,0,2,6,21061620000.0,1096959375.0,15.5855545,-90.345759
838,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,10.0,0.0,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
839,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,10.0,0.0,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
840,Arabica,Asia,Myanmar,2015.0,07/16/16,Catuai,Green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,10.0,0.0,0,0,2,0.0,0.0,17.1750495,95.9999652
841,Arabica,North America,Mexico,2015.0,06/24/16,Catuai,Green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,10.0,0.11,0,0,7,23560560000.0,1227112500.0,19.4326296,-99.1331785
842,Arabica,North America,Honduras,2015.0,05/11/16,Catuai,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,10.0,0.12,0,0,1,20018160000.0,1042612500.0,15.2572432,-86.0755145
843,Arabica,North America,Costa Rica,2015.0,05/06/16,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,10.0,0.09,0,0,0,10790100000.0,561984375.0,10.2735633,-84.0739102
844,Arabica,Asia,Taiwan,2014.0,04/29/16,Typica,Green,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,10.0,0.0,0,0,0,0.0,0.0,23.5983227,120.83537694479215
845,Arabica,Asia,Indonesia,2014.0,03/20/16,Typica,,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,10.0,0.11,0,2,6,46214640000.0,2407012500.0,-2.4833826,117.8902853
846,Arabica,Africa,Malawi,2014.0,10/31/15,Gesha,Green,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,10.0,0.13,0,0,0,246780000.0,12853125.0,-13.2687204,33.9301963
847,Arabica,South America,Brazil,2014.0,10/15/15,Bourbon,Green,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,10.0,0.11,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
848,Arabica,North America,Honduras,2014.0,05/16/15,Caturra,Green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.1,0,0,4,20018160000.0,1042612500.0,15.2572432,-86.0755145
849,Arabica,North America,Mexico,2014.0,04/26/15,Typica,Green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0,23560560000.0,1227112500.0,19.4326296,-99.1331785
850,Arabica,South America,Colombia,2013.0,07/19/14,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,2,0,64795860000.0,3374784375.0,4.099917,-72.9088133
851,Arabica,North America,United States,2012.0,03/06/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,6.67,10.0,0.0,0,1,1,0.0,0.0,39.7837304,-100.445882
852,Arabica,South America,Brazil,2012.0,03/02/14,Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
853,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10.0,9.33,0.11,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
854,Arabica,North America,Mexico,2012.0,08/31/13,Bourbon,Green,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,10.0,0.12,0,0,2,23560560000.0,1227112500.0,19.4326296,-99.1331785
855,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,10.0,0.12,0,0,10,23560560000.0,1227112500.0,19.4326296,-99.1331785
856,Arabica,South America,Brazil,2011.0,10/27/12,Mundo Novo,,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.02,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
857,Arabica,South America,Colombia,2011.0,06/13/12,,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,10.0,0.05,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
858,Arabica,North America,United States,,05/24/11,,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,9.33,10.0,0.02,0,3,12,0.0,0.0,39.7837304,-100.445882
859,Arabica,North America,Guatemala,2017.0,06/22/18,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,10.0,0.11,1,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
860,Arabica,Asia,Vietnam,2014.0,12/20/16,Caturra,Bluish-Green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,10.0,0.12,0,0,0,0.0,0.0,15.9266657,107.9650855
861,Arabica,Africa,Tanzania,2014.0,01/08/16,Other,Bluish-Green,Washed / Wet,7.42,7.42,7.42,7.42,7.33,7.33,10.0,10.0,10.0,0.12,0,0,4,4424040000.0,230418750.0,-6.5247123,35.7878438
862,Arabica,South America,Brazil,2013.0,08/25/15,,Bluish-Green,Natural / Dry,7.17,7.25,7.17,7.25,7.42,8.25,10.0,10.0,10.0,0.1,0,0,1,225248940000.0,11731715625.0,-10.3333333,-53.2
863,Arabica,North America,Mexico,2012.0,09/27/13,Bourbon,,Washed / Wet,7.5,7.5,7.33,7.42,7.25,7.25,10.0,10.0,10.0,0.13,0,2,9,23560560000.0,1227112500.0,19.4326296,-99.1331785
864,Arabica,North America,Mexico,2012.0,09/10/13,Mundo Novo,Green,Washed / Wet,7.42,7.5,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.13,0,0,23,23560560000.0,1227112500.0,19.4326296,-99.1331785
865,Arabica,North America,Mexico,2012.0,09/04/13,Typica,Green,Washed / Wet,7.42,7.5,7.33,7.58,7.33,7.33,10.0,10.0,10.0,0.11,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
866,Arabica,North America,Mexico,2012.0,08/30/13,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.67,7.42,7.25,10.0,10.0,10.0,0.12,0,10,14,23560560000.0,1227112500.0,19.4326296,-99.1331785
867,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed / Wet,7.5,7.42,7.25,7.33,7.67,7.25,10.0,10.0,10.0,0.12,0,0,1,23560560000.0,1227112500.0,19.4326296,-99.1331785
868,Arabica,South America,Colombia,2011.0,12/21/12,Caturra,Green,Washed / Wet,7.33,7.42,7.33,7.33,7.5,7.67,10.0,10.0,10.0,0.0,0,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
869,Arabica,South America,Colombia,,10/03/12,,,,7.42,7.58,6.92,7.08,7.25,8.0,10.0,10.0,10.0,0.08,0,0,0,64795860000.0,3374784375.0,4.099917,-72.9088133
870,Arabica,South America,Brazil,2017.0,10/20/18,Bourbon,Green,Natural / Dry,7.42,7.5,7.25,7.5,7.5,7.25,10.0,10.0,10.0,0.11,0,0,5,225248940000.0,11731715625.0,-10.3333333,-53.2
871,Arabica,North America,Guatemala,2017.0,08/22/18,Bourbon,Green,Washed / Wet,7.42,7.42,7.08,7.42,7.33,7.42,10.0,10.0,10.0,0.1,0,0,1,21061620000.0,1096959375.0,15.5855545,-90.345759
872,Arabica,North America,Guatemala,2017.0,06/05/18,Bourbon,Green,Washed / Wet,7.42,7.33,7.17,7.67,7.33,7.42,10.0,10.0,10.0,0.12,1,0,3,21061620000.0,1096959375.0,15.5855545,-90.345759
873,Arabica,North America,Honduras,2016.0,05/02/17,Catuai,Blue-Green,Washed / Wet,7.58,7.5,7.33,7.33,7.42,7.25,10.0,10.0,10.0,0.11,0,0,2,20018160000.0,1042612500.0,15.2572432,-86.0755145
874,Arabica,Africa,Tanzania,2016.0,04/27/17,,Green,,7.17,7.33,7.33,7.42,7.5,7.33,10.0,10.0,10.0,0.0,0,0,1,4424040000.0,230418750.0,-6.5247123,35.7878438
875,Arabica,North America,Nicaragua,,03/11/17,,Green,,7.58,7.5,7.25,7.25,7.5,7.25,10.0,10.0,10.0,0.1,0,0,1,8248140000.0,429590625.0,12.6090157,-85.2936911
876,Arabica,South America,Colombia,2016.0,01/20/17,,,,7.75,7.75,7.75,7.67,5.25,7.83,10.0,10.0,10.0,0.0,1,0,1,64795860000.0,3374784375.0,4.099917,-72.9088133
877,Arabica,South America,Brazil,2015.0,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.25,7.75,6.92,7.42,7.5,7.58,10.0,10.0,10.0,0.0,0,0,0,225248940000.0,11731715625.0,-10.3333333,-53.2
878,Arabica,Africa,Tanzania,2014.0,01/02/16,Other,Green,Washed / Wet,7.42,7.33,7.25,7.42,7.5,7.42,10.0,10.0,10.0,0.12,0,0,0,4424040000.0,230418750.0,-6.5247123,35.7878438
879,Arabica,Africa,Tanzania,2013.0,12/15/15,Other,Green,Washed / Wet,7.33,7.33,7.5,7.25,7.42,7.33,10.0,10.0,10.0,0.12,0,0,7,4424040000.0,230418750.0,-6.5247123,35.7878438
880,Arabica,South America,Brazil,2014.0,10/16/15,Bourbon,Green,Washed / Wet,7.25,7.42,7.25,7.5,7.5,7.42,10.0,10.0,10.0,0.1,0,0,2,225248940000.0,11731715625.0,-10.3333333,-53.2
881,Arabica,Asia,Indonesia,2013.0,05/23/15,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.17,7.42,7.33,7.42,7.33,7.42,10.0,10.0,10.0,0.11,0,0,0,46214640000.0,2407012500.0,-2.4833826,117.8902853
882,Arabica,North America,Honduras,2014.0,05/16/15,Caturra,Green,Natural / Dry,7.5,7.33,7.5,7.5,7.17,7.17,10.0,10.0,10.0,0.1,0,0,5,20018160000.0,1042612500.0,15.2572432,-86.0755145
883,Arabica,North America,Costa Rica,2013.0,04/26/15,Caturra,Green,Washed / Wet,7.5,7.17,7.17,7.17,7.5,7.08,10.0,10.0,10.0,0.11,0,0,3,10790100000.0,561984375.0,10.2735633,-84.0739102
884,Arabica,North America,Mexico,2014.0,04/02/15,,Green,Washed / Wet,7.42,7.42,7.67,8.0,7.58,7.5,9.33,9.33,10.0,0.0,0,0,4,23560560000.0,1227112500.0,19.4326296,-99.1331785
885,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.25,7.42,7.25,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
886,Arabica,Asia,Taiwan,2013.0,12/26/14,Typica,Green,Washed / Wet,7.58,7.42,7.33,7.42,7.33,7.33,10.0,10.0,10.0,0.11,0,0,0,0.0,0.0,23.5983227,120.83537694479215
887,Arabica,North America,Mexico,2013.0,03/29/14,Typica,Green,Washed / Wet,7.5,7.42,7.08,7.58,7.33,7.33,10.0,10.0,10.0,0.12,0,0,6,23560560000.0,1227112500.0,19.4326296,-99.1331785
888,Arabica,North America,Guatemala,2012.0,10/05/13,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.33,7.33,7.33,10.0,10.0,10.0,0.11,0,0,4,21061620000.0,1096959375.0,15.5855545,-90.345759
889,Arabica,North America,Mexico,2012.0,09/11/13,Typica,Green,Washed / Wet,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10.0,10.0,0.13,0,1,13,23560560000.0,1227112500.0,19.4326296,-99.1331785
